root;features;query_products_count;first_product_decada_profit;ten_product_decada_profit;products_with_sales;avg_price_prev_period;avg_price_period;profit_prev_period;profit_period;sellers;sellers_with_sales;sales_period
трико;мужской;111;342392;14020;57;302;387;227059;569639;43;23;819
джоггеры;мужской,спортивный,тёплый;36;689970;47772;28;2060;2196;2264553;2161283;12;8;944
брюки;домашний,летний,мужской,спортивный,чёрный;10;342468;0;7;1565;1801;526898;427660;5;4;389
брюки;классический,мужской,осенний;30;739440;52460;14;1199;1255;1357564;2101473;6;4;955
куртка;ультралёгкий,утепленная;10;2310978;0;9;4730;5435;645198;5723176;2;2;955
дублёнка;зимний,натуральный;58;2764976;58580;31;14257;28417;2366268;6991215;15;8;389
анорак;зимний,мужской;21;1076166;19656;15;5128;5819;499346;2145081;7;3;374
куртка;больший,мужской;141;548762;268380;64;5578;5220;3038222;8582045;32;20;1166
куртка;зимний,мужской,тёплый;202;724776;49092;116;5462;5975;5459071;4299572;47;36;688
куртка;зимний,мужской,удлинённый;250;1638820;354888;178;6895;7442;11175521;17806130;57;45;2439
джемпер;отложной;11;4339775;0;7;1162;787;33658;4378973;4;2;4074
пуловер;мужской;192;394359;45425;100;1292;1668;1410948;3922844;60;28;3513
свитер;мужской,новый;81;636400;6734;21;445;511;365990;1394573;12;6;1126
водолазка;хлопковый;64;315882;16032;28;793;937;371883;729847;22;11;609
кардиган;длинный,мужской;38;803049;11505;23;2713;2706;632618;1660831;9;6;669
вязка;мужской;37;889770;1826;12;1221;1146;278084;1338812;11;6;364
водолазка;водолазка,зимний,тёплый;62;204546;5604;25;234;366;64843;400639;8;4;401
бананы;широкий;153;6080832;164835;102;1701;2005;5193364;13099696;46;32;5016
джинсы;больший,прямой,широкий;29;1668780;2757;14;1687;2118;2012365;1747270;14;6;679
джинсы;мужской,прямой,турецкий;35;1250100;11248;20;2557;2443;3255004;3288961;5;3;1620
бананы;мужской,прямой,широкий;78;1149266;108300;48;2122;2401;2478700;4792812;26;19;1737
джинсы;мужской,прямой,чёрный;75;301275;24795;51;1780;1856;802047;1513601;35;24;984
джинсы;мужской,прямой,синий;122;468440;73355;68;2216;2251;1133139;1408667;40;24;766
джинсы;мужской,прямой,широкий;175;372100;97334;128;1911;2042;2938213;5640355;53;37;2928
джинсы;синий,темно;34;320608;3825;20;1736;1904;612724;499772;19;11;351
джинсы;зимний,мужской,прямой;65;752148;93126;59;2297;2306;4497965;4073599;19;17;1741
бананы;прямой,широкий;100;1149266;194888;68;2017;2226;2928271;5683299;29;22;2399
джинсы;прямой,синий;194;468440;31644;106;2070;2157;1783430;2504588;73;42;1119
полукомбинезон;зимний,рабочий;22;1086008;0;7;920;1377;67133;2480102;8;3;823
комбинезон;мужской,тёплый;32;1056790;126620;22;4012;4339;2508029;3640145;2;1;792
одежда;мужской,мужской,рабочий,рабочий;86;349800;0;5;123;93;0;473660;23;2;247
комбинезон;мужской,флисовый;17;281710;49385;16;2584;2439;772625;1114323;4;4;510
полукомбинезон;зимний,мембранный;31;201210;43078;22;1523;1542;708104;655252;7;4;223
полукомбинезон;мужской;142;168784;38962;39;1067;1125;895285;1082491;47;12;346
пижама;мужской,новогодний;102;13985085;129908;70;1716;1778;1890849;15181280;40;29;5807
костюм;лёгкий,мужской;37;11317484;11052;15;1707;1768;444725;15483775;17;6;5662
размер;больший,мужской,повседневный,спортивный;13;1244844;0;7;785;918;20608;1901652;7;3;1386
размер;больший,летний,мужской,спортивный;12;513600;0;3;480;616;17396;513600;9;3;642
костюм;женский,мужской,спортивный,тёплый;32;1873905;20240;18;2185;2368;1457034;3688173;7;5;1191
костюм;зимний,мужской,спортивный,тёплый;282;991518;888345;191;2609;2812;57585498;14897820;53;43;4631
лонгслив;базовый,хлопковый;117;16599429;178164;84;1050;987;3527498;28057487;29;18;47398
лонгслив;женский,мужской;63;1747360;57722;46;827;1105;10854900;5073902;25;18;4005
тельняшка;хлопковый;22;571020;3416;13;665;554;40764;2317435;9;5;3786
лонгслив;базовый,чёрный;33;405112;11840;27;1094;1176;969412;930670;15;13;739
тельняшка;утепленная;32;259592;1713;12;686;649;339620;640499;9;6;774
лонгслив;длинный,спортивный;201;141062;56025;145;750;766;2125346;2162006;54;31;2917
майка;женский,спортивный;200;153400;22494;98;471;620;370745;574436;69;30;596
майка;белый,мужской,спортивный;36;98280;16830;14;326;318;378764;433749;13;4;917
хлопок;бельевой,спортивный;51;113836;32184;22;305;332;338144;505027;16;8;930
майка;повседневный,спортивный;49;51392;2960;12;263;198;132073;259372;17;2;798
майка;бельевой,спортивный;139;153400;44880;57;252;250;531671;597979;49;18;1579
майка;белый,бельевой;102;553014;16644;34;223;173;136888;545473;46;17;1062
оверсайз;мужской,спортивный;58;181720;45430;29;1276;1523;214082;1099709;25;9;584
мужской;мужской,спортивный;65;55424;17952;44;684;780;391211;359358;14;9;482
жилет;мужской,стёганый;127;1278585;319884;77;2873;2826;1755338;10598748;41;28;3666
пиджак;мужской,повседневный,трикотажный;15;2895060;0;6;5692;6857;80454;3327670;3;2;395
пиджак;классический,мужской,повседневный;70;803088;27372;33;7602;7767;2436532;2277903;10;8;717
жилет;мужской,стёганый,утепленный;65;659814;28008;40;2354;2405;274946;2591590;24;17;1190
пиджак;мужской,повседневный;228;2895060;82450;100;7579;7776;5642794;8190612;29;21;1467
пиджак;классический,мужской;300;803088;117660;146;5986;6719;3943142;7264108;56;35;1737
безрукавка;пуховый,утепленный;17;317774;0;9;2360;2024;376645;850179;6;3;294
безрукавка;мужской,утепленная;13;243615;2550;10;3220;3048;118541;362321;3;3;148
жилет;джинсовый,мужской;16;158015;0;5;1226;1160;48531;162390;4;2;92
жилетка;классический;26;261201;2616;11;6340;6624;241070;521417;12;4;165
жилет;овечий;256;585860;225700;132;1850;2451;3158857;5316486;15;11;1798
пижама;мужской,хлопковый;90;12520677;8344800;62;1970;2059;671962;119901985;23;16;41998
пижама;мужской,хлопковый,яркий;11;12517200;0;7;3129;3205;21903;49401481;2;2;16802
пижама;короткий;46;12517200;22456;29;1275;1362;261500;28596777;20;9;9988
пижама;классический,мужской;53;12517200;45420;31;2340;2312;462232;12847213;14;11;4330
рубашка;белый,мужской;144;88475625;107100;104;1618;1642;1381766;99919901;74;47;145582
рубашка;мужской,приталенный;284;2812928;68838;198;1731;1909;6033654;8891761;61;44;5583
куртка;мужской,тёплый;295;1634130;204368;168;5006;5389;16397082;5262398;79;57;888
рубашка;вельветовый,мужской;53;1863574;169694;48;2284;2433;3027244;9099715;15;14;3973
рубашка;мужской,тёплый;215;1488780;96433;174;1756;1922;2304457;8167924;47;40;4612
рубашка;классический,офисный,приталенный;36;829338;77844;23;1181;1473;1087020;1947348;9;5;1302
офис;классический,мужской;62;691424;83248;48;1045;1057;1831985;1904446;7;6;1581
хлопок;белый,классический,мужской;10;364854;0;9;1344;1266;362128;753555;4;3;664
рубашка;длинный,классический,мужской,приталенный;21;418132;3684;15;1324;1454;273500;586458;8;6;400
офис;белый,классический,мужской;32;287000;26320;28;1073;1031;690894;975449;3;2;873
рубашка;длинный,мужской,тёплый;39;288450;13656;35;1303;1539;290693;844793;10;9;553
рубашка;белый,классический,мужской;58;265860;25116;44;1750;1866;678895;1637679;26;19;963
худи;женский,мужской;244;60881730;353295;100;1498;1561;141055740;9732621;82;42;4103
свитшот;белый,мужской;29;2910586;0;7;1378;1262;29857;2931089;10;6;1798
свитшот;мужской,утепленный;28;592156;81426;16;635;540;1448863;2237471;10;3;4096
худи;женский,мужской,худи;76;2023872;23100;31;1430;1382;2159819;572769;21;12;389
размер;больший,мужской,тёплый;52;1232916;4192;30;1882;2294;659148;2535976;24;14;1396
свитшот;мужской,новый;10;330872;3642;10;1023;978;584683;1195944;3;3;1606
толстовка;высокий,тёплый;14;515950;0;8;925;756;409001;1906779;5;2;1437
оверсайз;зимний,мужской;56;784323;6672;28;2610;2439;403262;1531441;7;6;774
свитшот;длинный;244;1398460;120750;146;1299;1307;623626;8054316;66;32;5625
свитшот;базовый,мужской;54;359570;84987;37;1007;1164;914465;1770399;13;10;1638
футболка;базовый,мужской,однотонная,спортивный;131;4622670;232368;66;401;412;4388618;12094919;31;9;31170
тематика;новогодний;36;4007808;9462;13;216;406;89388;6969505;2;1;14275
хлопок;мужской,новый;10;5333888;0;8;490;833;92927;5659512;4;3;6952
подарок;мужской,новый;147;6740374;48690;98;3469;3753;1482079;32493133;35;21;25892
размер;больший,женский,мужской;50;3353952;1567;10;674;596;5136217;62596;8;5;197
поло;базовый,мужской;16;448965;25944;14;717;618;213716;2309226;3;2;2654
поло;короткий,мужской;88;504768;5364;39;2388;2455;544268;671017;24;16;663
размер;больший,новый;81;1138528;433136;74;1418;2186;4144981;11801091;12;10;5926
футболка;базовый,мужской,однотонная,чёрный;18;175680;0;3;355;352;100903;150741;15;3;212
мужской;банный,мужской,халат;40;10779750;10340;17;2222;2320;57472;13142059;10;7;9116
халат;мужской,синий;13;774880;11148;10;4318;4090;190536;1905909;6;4;1189
халат;банный,махровый,мужской,халат;111;539484;32016;69;1903;1860;913438;2117937;26;16;1233
подарок;банный,домашний,махровый,мужской,халат;19;506800;10864;15;2020;1960;113917;1147406;3;2;736
